the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,SYMBOLOGYQUERY,LATITUDE,LONGITUDE,LASTUPDATE,EDITOR,NOTES,EditingNotes,ID_NCES,CD_CODE,CDS_CODE,DISTRICT_NAME,DISTRICT_TYPE,DISTRICT_NAME_SHORT,GEOID10
POINT (-122.081705944273 37.363810783348),209,Georgina P. Blach Junior High,Public School,1120 Covington Road,Los Altos,94024,School Website 2014/CA_DEPT_EDU,43695186047435,,37.363805849999999,-122.08169282999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.818292178742 37.249541567527),310,Miner (George) Elementary,Public School,5629 Lean Avenue,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256048136,,37.249536620000001,-121.81827911000001,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.929089867732 37.303716774477),100,Del Mar High,Public School,1224 Del Mar Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43694014331955,,37.303711829999997,-121.92907678,09/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-121.882744697869 37.260438046281),81,John Muir Middle,Public School,1260 Branham Lane,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696666060115,,37.260433110000001,-121.88273162,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.051244491919 37.310901700233),244,John F. Kennedy Middle,Public School,821 Bubb Road,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046890,,37.310896769999999,-122.05123139,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.830230697789 37.282234956948),256,Lairon College Prepatory Academy,Public School,3975 Mira Loma,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694506047260,,37.282230009999999,-121.83021763000001,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.938793347755 37.315170402792),423,Sherman Oaks Community,Public School,649 Thornton Way,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104394330114,,37.315165460000003,-121.93878026,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.82722325375 37.262050448708),226,Hayes Elementary,Public School,5035 Poston Drive,San Jose,95136,School Website 2014/CA_DEPT_EDU,43696256099451,,37.26204551,-121.82721019,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.843014391546 37.375887649965),60,Ben Painter Elementary,Public School,500 Rough and Ready Road,San Jose,95133,School Website 2014/CA_DEPT_EDU,43693696046122,,37.375882699999998,-121.84300131000001,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.836603755137 37.247146508362),197,Frost Elementary School,Public School,530 Gettysburg Dr,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256048110,,37.247141569999997,-121.83659068999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.829975883103 37.330913040965),44,Apollo High,Public School,1835 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694274330361,,37.330908090000001,-121.82996281,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.926970378604 37.314458918312),305,Middle College High,Public School,2101 Moorpark Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43696664330593,,37.314453980000003,-121.92695729,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.946532123004 37.389178949322),313,Montague Elementary,Public School,750 Laurie Avenue,Santa Clara,95054,School Website 2014/CA_DEPT_EDU,43696746048938,,37.389173999999997,-121.94651902,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.854806444314 37.258193822824),222,Gunderson Plus (Continuation),Public School,622 Gaundabert Lane,San Jose,95136,School Website 2014/CA_DEPT_EDU,43696664330429,,37.258188879999999,-121.85479337,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.963824394287 37.343512329932),89,C. W. Haman Elementary,Public School,865 Los Padres Boulevard,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696746048847,,37.343507389999999,-121.9638113,08/28/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.90083544035 37.450432572188),309,Milpitas High,Public School,1285 Escuela Parkway,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733874334470,,37.450427619999999,-121.90082234,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-122.031657495348 37.255512300157),417,Saratoga Union School District,Public School,20460 Forrest Hills Drive,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43696820000000,,37.255507369999997,-122.0316444,10/08/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Elementary School District,Both,,4369682,43696826049100,Saratoga Union Elementary,Elementary School District,Saratoga Union Elem.,0635910
POINT (-121.940555093221 37.126332655603),88,C. T. English Middle,Public School,23800 Summit Road,Los Gatos,95033,School Website 2014/CA_DEPT_EDU,43695006093058,,37.12632773,-121.94054202,08/28/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369500,43695006093058,Loma Prieta Joint Union Elementary,Elementary School District,Loma Prieta Jt. Union Elem.,0622350
POINT (-121.901150760778 37.45471014059),446,Thomas Russell Middle,Public School,1500 Escuela Parkway,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047682,,37.454705189999999,-121.90113766,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-122.085214152035 37.405355785921),327,Theuerkauf Elementary,Public School,1625 San Luis Avenue,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049514,,37.405350849999998,-122.08520102999999,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-122.13043883989 37.425523803956),170,El Carmelo Elementary,Public School,3024 Bryant Street,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696416048235,,37.425518869999998,-122.13042571,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.573374675936 37.000588970222),203,Gateway Center,Public School,7151 Hanna Street,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43104396085492,,37.000584029999999,-121.57336168,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.046932041993 37.303723280484),462,William Regnart Elementary,Public School,1170 Yorkshire Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196047054,,37.303718349999997,-122.04691894,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.922241237095 37.277720090032),57,Bagby Elementary,Public School,1840 Harris Ave,San Jose,95124,School Website 2014/CA_DEPT_EDU,43693856046411,,37.277715149999999,-121.92222815,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369385,43693856116743,Cambrian,Elementary School District,Cambrian,0607140
POINT (-121.821217754779 37.354032584011),376,Rocketship Academy Brilliant Minds,Public School,2962 Story Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43104390125781,,37.354027629999997,-121.82120467999999,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.91243620494 37.3628879185),454,Walter L. Bachrodt Elementary,Public School,102 Sonora Avenue,San Jose,95110,School Website 2014/CA_DEPT_EDU,43696666048730,,37.362882970000001,-121.91242311000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.808987436435 37.346190258473),319,Summit Public School: Rainier,Public School,1750 South White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694270123745,,37.346185310000003,-121.80897435999999,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.8398471149 37.32127486048),241,Jeanne R. Meadows Elementary,Public School,1250 Taper Lane,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694506109433,,37.321269909999998,-121.83983404,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-122.071388614871 37.388182259784),169,Edith Landels Elementary,Public School,115 West Dana Street,Mountain View,94041,School Website 2014/CA_DEPT_EDU,43695916047963,,37.388177319999997,-122.0713755,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-121.870286550826 37.411211641402),317,Berryessa Union Elementary,Public School,1970 Morrill Avenue,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776068928,,37.41120669,-121.87027346000001,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
POINT (-121.986934393645 37.265059717207),386,Rolling Hills Middle,Public School,1585 More Avenue,San Jose,95030,School Website 2014/CA_DEPT_EDU,43693936046668,,37.26505478,-121.98692130000001,10/07/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-122.035196322786 37.353234778331),2,Community Day,Public School,589 West Fremont Ave.,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694684330569,,37.353229839999997,-122.03518321,08/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369468,43694684334462,Fremont Union High,High School District,Fremont Union High,0614430
POINT (-121.905568616711 37.324753249126),168,EDGE,Public School,258 Sunol Street MC 331,San Jose,95126,School Website 2014/CA_DEPT_EDU,43104390100339,,37.324748309999997,-121.90555553,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.084945737028 37.381145462868),237,Isaac Newton Graham Middle,Public School,1175 Castro Street,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695916047989,,37.381140530000003,-122.08493262,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-121.925252681637 37.245546054444),153,Devoss Center,Public School,1921 Clarinda Way,San Jose,95124,School Website 2014/CA_DEPT_EDU,43104396100580,,37.245541119999999,-121.9252396,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.932017368665 37.265262431985),470,Campbell Union High School,Public School,3235 Union Avenue,San Jose,95124,School Website 2014/CA_DEPT_EDU,43694010000000,,37.265257499999997,-121.93200428,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-122.063331679127 37.328284930523),434,Stevens Creek Elementary,Public School,10300 Ainsworth Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196047088,,37.328279999999999,-122.06331857000001,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.842205838622 37.357625862335),375,Rocketship 9 at Jackson,Public School,70 South Jackson Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43104390129262,,37.357620910000001,-121.84219276,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.900014286781 37.383686840211),134,Santa Clara County School Superintendent,Public School,1290 Ridder Park Drive,San Jose,95131,School Website 2014/CA_DEPT_EDU,43104390000000,,37.383681889999998,-121.90000119,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.88291379244 37.247036322696),361,Pioneer Plus (Continuation),Public School,1290 Blossom Hill Road,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696664330452,,37.247031380000003,-121.88290071999999,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.864470061346 37.394275113126),117,Cherrywood Elementary,Public School,2550 Greengate Drive,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776089288,,37.394270159999998,-121.86445697000001,09/04/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
